Rack	Pos	PopID	Mom	Indiv	Trt	Origin	Wilt	TotWilt	Yellow	Death	FloatDate	Note	BoltDate	BoltMsrDate	BCount1	MaxBoltHt1	OtherBoltHt1	BoltMsrDate2	BCount2	MaxBoltHt2	OtherBoltHt2	BoltMsrDate3	BCount3	MaxBoltHt3	OtherBoltHt3	FlrDate	FlrColor	FlrNotes	ID
TR001.12.i	44	12	TR001	12	i	control	nat	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			TR001.12.i
US015.13.b	44	13	US015	13	b	control	inv	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			US015.13.b
GR003.17.e	44	14	GR003	17	e	control	nat	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			GR003.17.e
UA001.18.d	44	16	UA001	18	d	control	nat	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			UA001.18.d
US022.42.d	44	17	US022	42	d	control	inv	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			US022.42.d
CA008.4.i	44	18	CA008	4	i	control	inv	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			CA008.4.i
RU005.5.a	44	19	RU005	5	a	control	nat	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			RU005.5.a
RO003.21.k	44	21	RO003	21	k	control	nat	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			RO003.21.k
RO001.13.b	44	27	RO001	13	b	control	nat	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			RO001.13.b
GR001.26.h	44	29	GR001	26	h	control	nat	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			GR001.26.h
US001.23.b	44	30	US001	23	b	control	inv	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			US001.23.b
RO002.18.d	44	31	RO002	18	d	control	nat	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			RO002.18.d
UA002.13.b	44	32	UA002	13	b	control	nat	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			UA002.13.b
US003.19.i	44	35	US003	19	i	control	inv	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			US003.19.i
TR004.27.g	44	38	TR004	27	g	control	nat	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			TR004.27.g
GR002.2.i	44	39	GR002	2	i	control	nat	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			GR002.2.i
US021.3.c	44	42	US021	3	c	control	inv	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			US021.3.c
HU001.5.j	44	43	HU001	5	j	control	nat	NA	NA	NA	NA	NA		69	NA	NA	NA	NA	NA	NA	NA	NA	69	1	17		NA			HU001.5.j
RU008.18.a	44	44	RU008	18	a	control	nat	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			RU008.18.a
UA006.14.j	44	45	UA006	14	j	control	nat	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			UA006.14.j
RO004.13.j	44	46	RO004	13	j	control	nat	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			RO004.13.j
RO005.17.e	44	47	RO005	17	e	control	nat	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			RO005.17.e
US002.17.j	44	48	US002	17	j	control	inv	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			US002.17.j
US011.13.c	44	49	US011	13	c	control	inv	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			US011.13.c
UA008.18.h	44	50	UA008	18	h	control	nat	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			UA008.18.h
RO004.12.b	45	2	RO004	12	b	flood	nat	NA	NA	6	17	NA	ALB	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			RO004.12.b
RO005.25.g	45	4	RO005	25	g	flood	nat	NA	NA	6	12	NA	ALB	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			RO005.25.g
RO002.15.k	45	5	RO002	15	k	flood	nat	NA	NA	6	12	NA	ALB	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			RO002.15.k
US015.17.e	45	6	US015	17	e	flood	inv	NA	NA	6	19	17	FLOAT-17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			US015.17.e
TR001.1.j	45	7	TR001	1	j	flood	nat	NA	NA	6	14	NA	ALB	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			TR001.1.j
RU001.2.d	45	8	RU001	2	d	flood	nat	NA	NA	6	19	12	FLOAT-12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			RU001.2.d
GR002.13.e	45	9	GR002	13	e	flood	nat	NA	NA	9	19	13	FLOAT-13	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			GR002.13.e
UA004.7.a	45	10	UA004	7	a	flood	nat	NA	NA	5	12	12	FLOAT	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			UA004.7.a
TR003.6.c	45	12	TR003	6	c	flood	nat	NA	NA	8	13	12	FLOAT-12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			TR003.6.c
RU008.21.c	45	13	RU008	21	c	flood	nat	NA	NA	6	16	NA	ALB	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			RU008.21.c
UA001.25.b	45	15	UA001	25	b	flood	nat	NA	NA	6	20	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			UA001.25.b
US001.22.e	45	16	US001	22	e	flood	inv	NA	NA	7	20	17	FLOAT-17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			US001.22.e
US002.24.e	45	17	US002	24	e	flood	inv	NA	NA	6	20	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			US002.24.e
GR003.12.h	45	18	GR003	12	h	flood	nat	NA	NA	7	NA	NA	F1-18	50	NA	NA	NA	NA	NA	NA	NA	NA	69	1	33.5		NA			GR003.12.h
UA002.15.e	45	19	UA002	15	e	flood	nat	NA	NA	7	NA	NA	F1-198	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			UA002.15.e
TR004.8.f	45	21	TR004	8	f	flood	nat	NA	NA	5	12	12	FLOAT	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			TR004.8.f
TR005.20.a	45	23	TR005	20	a	flood	nat	NA	NA	6	12	12	FLOAT	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			TR005.20.a
RU003.4.c	45	25	RU003	4	c	flood	nat	NA	NA	6	9	NA	EMPTY	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			RU003.4.c
UA003.6.h	45	30	UA003	6	h	flood	nat	NA	NA	5	12	NA	ALB	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			UA003.6.h
RO003.21.a	45	32	RO003	21	a	flood	nat	NA	NA	7	14	13	FLOAT-13	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			RO003.21.a
US012.35.f	45	34	US012	35	f	flood	inv	NA	NA	6	16	15	FLOAT-15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			US012.35.f
BG001.29.c	45	35	BG001	29	c	flood	nat	NA	NA	6	NA	NA	F1-35	29	NA	NA	NA	NA	39	1	19.8	NA	69	1	20		NA			BG001.29.c
RU005.3.a	45	41	RU005	3	a	flood	nat	NA	NA	6	36	20	F1-41	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			RU005.3.a
UA008.18.d	45	42	UA008	18	d	flood	nat	NA	NA	7	14	NA	ALB	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			UA008.18.d
GR001.28.d	45	43	GR001	28	d	flood	nat	NA	NA	8	12	NA	ALB	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			GR001.28.d
RO001.12.h	45	44	RO001	12	h	flood	nat	NA	NA	5	19	18	FLOAT-18	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			RO001.12.h
US023.26.f	45	45	US023	26	f	flood	inv	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			US023.26.f
HU001.28.d	45	46	HU001	28	d	flood	nat	NA	NA	6	NA	NA	F2-46	69	NA	NA	NA	NA	NA	NA	NA	NA	69	1	22.5		NA			HU001.28.d
US014.16.g	45	47	US014	16	g	flood	inv	NA	NA	6	32	15	F1-47	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			US014.16.g
US003.20.a	45	48	US003	20	a	flood	inv	NA	NA	7	19	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			US003.20.a
US020.42.j	45	49	US020	42	j	flood	inv	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			US020.42.j
CA001.7.a	45	50	CA001	7	a	flood	inv	NA	NA	6	NA	NA	F1-50	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			CA001.7.a
RU003.4.e	46	2	RU003	4	e	drought	nat	5	9	NA	12	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			RU003.4.e
UA001.25.d	46	3	UA001	25	d	drought	nat	4	6	NA	12	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			UA001.25.d
GR001.14.g	46	5	GR001	14	g	drought	nat	4	6	NA	12	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			GR001.14.g
HU001.5.g	46	9	HU001	5	g	drought	nat	7	12	NA	13	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			HU001.5.g
RO004.20.j	46	10	RO004	20	j	drought	nat	4	7	NA	12	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			RO004.20.j
RO005.25.j	46	13	RO005	25	j	drought	nat	3	9	NA	12	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			RO005.25.j
UA004.18.g	46	14	UA004	18	g	drought	nat	4	7	NA	12	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			UA004.18.g
US012.31.e	46	17	US012	31	e	drought	inv	3	7	NA	13	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			US012.31.e
US015.13.i	46	20	US015	13	i	drought	inv	2	8	NA	12	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			US015.13.i
RU005.11.c	46	21	RU005	11	c	drought	nat	4	5	NA	12	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			RU005.11.c
TR001.24.g	46	22	TR001	24	g	drought	nat	5	7	NA	13	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			TR001.24.g
RU001.6.e	46	23	RU001	6	e	drought	nat	5	6	NA	12	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			RU001.6.e
TR003.14.a	46	24	TR003	14	a	drought	nat	11	14	NA	20	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			TR003.14.a
RO001.12.c	46	26	RO001	12	c	drought	nat	5	9	NA	14	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			RO001.12.c
CA001.7.f	46	27	CA001	7	f	drought	inv	5	6	NA	15	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			CA001.7.f
RU004.10.c	46	29	RU004	10	c	drought	nat	3	8	NA	13	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			RU004.10.c
US018.11.b	46	30	US018	11	b	drought	inv	4	8	NA	14	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			US018.11.b
GR003.3.f	46	32	GR003	3	f	drought	nat	5	8	NA	12	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			GR003.3.f
RO003.4.a	46	33	RO003	4	a	drought	nat	3	5	NA	13	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			RO003.4.a
US014.22.j	46	34	US014	22	j	drought	inv	4	7	NA	13	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			US014.22.j
GR002.17.e	46	35	GR002	17	e	drought	nat	4	7	NA	13	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			GR002.17.e
RU008.19.f	46	36	RU008	19	f	drought	nat	3	5	NA	12	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			RU008.19.f
RU002.2.b	46	37	RU002	2	b	drought	nat	8	11	NA	16	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			RU002.2.b
RO002.13.e	46	38	RO002	13	e	drought	nat	5	6	NA	16	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			RO002.13.e
US022.17.g	46	39	US022	17	g	drought	inv	3	5	NA	11	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			US022.17.g
UA005.13.a	46	40	UA005	13	a	drought	nat	2	4	NA	9	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			UA005.13.a
UA008.25.d	46	42	UA008	25	d	drought	nat	5	9	NA	12	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			UA008.25.d
BG001.17.h	46	43	BG001	17	h	drought	nat	5	7	NA	12	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			BG001.17.h
UA003.6.b	46	44	UA003	6	b	drought	nat	1	3	NA	4	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			UA003.6.b
US002.5.i	46	47	US002	5	i	drought	inv	3	5	NA	12	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			US002.5.i
US003.27.h	46	48	US003	27	h	drought	inv	1	3	NA	11	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			US003.27.h
US001.23.d	46	50	US001	23	d	drought	inv	1	3	NA	12	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			US001.23.d
RU003.4.a	47	1	RU003	4	a	nut def	nat	NA	NA	15	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			RU003.4.a
UA001.22.d	47	4	UA001	22	d	nut def	nat	NA	NA	15	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			UA001.22.d
RO002.15.a	47	5	RO002	15	a	nut def	nat	NA	NA	14	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			RO002.15.a
US015.17.h	47	7	US015	17	h	nut def	inv	NA	NA	14	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			US015.17.h
UA002.15.b	47	8	UA002	15	b	nut def	nat	NA	NA	15	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			UA002.15.b
RO001.6.g	47	9	RO001	6	g	nut def	nat	NA	NA	14	NA	NA		11	18	1	25	NA	38	1	36.3	NA	69	1	40		57	white		RO001.6.g
RO004.20.i	47	10	RO004	20	i	nut def	nat	NA	NA	15	NA	NA		69	NA	NA	NA	NA	NA	NA	NA	NA	69	1	37.5		NA			RO004.20.i
CA008.5.f	47	12	CA008	5	f	nut def	inv	NA	NA	14	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			CA008.5.f
TR003.6.b	47	13	TR003	6	b	nut def	nat	NA	NA	16	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			TR003.6.b
CA001.3.f	47	14	CA001	3	f	nut def	inv	NA	NA	16	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			CA001.3.f
UA003.11A.d	47	16	UA003	11A	d	nut def	nat	NA	NA	14	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			UA003.11A.d
US021.10.a	47	17	US021	10	a	nut def	inv	NA	NA	15	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			US021.10.a
RU005.7.d	47	18	RU005	7	d	nut def	nat	NA	NA	14	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			RU005.7.d
TR001.1.g	47	20	TR001	1	g	nut def	nat	NA	NA	15	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			TR001.1.g
US002.1.i	47	21	US002	1	i	nut def	inv	NA	NA	16	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			US002.1.i
US012.31.h	47	22	US012	31	h	nut def	inv	NA	NA	1	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			US012.31.h
US020.24.b	47	23	US020	24	b	nut def	inv	NA	NA	15	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			US020.24.b
RU008.18.e	47	24	RU008	18	e	nut def	nat	NA	NA	16	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			RU008.18.e
US022.23.j	47	25	US022	23	j	nut def	inv	NA	NA	16	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			US022.23.j
TR005.9.a	47	26	TR005	9	a	nut def	nat	NA	NA	14	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			TR005.9.a
UA004.5.i	47	28	UA004	5	i	nut def	nat	NA	NA	16	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			UA004.5.i
GR001.28.i	47	32	GR001	28	i	nut def	nat	NA	NA	15	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			GR001.28.i
RU004.10.b	47	33	RU004	10	b	nut def	nat	NA	NA	15	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			RU004.10.b
GR003.9.f	47	35	GR003	9	f	nut def	nat	NA	NA	15	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			GR003.9.f
GR002.17.a	47	37	GR002	17	a	nut def	nat	NA	NA	15	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			GR002.17.a
UA005.18.j	47	38	UA005	18	j	nut def	nat	NA	NA	15	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			UA005.18.j
BG001.22.j	47	40	BG001	22	j	nut def	nat	NA	NA	15	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			BG001.22.j
HU001.5.k	47	41	HU001	5	k	nut def	nat	NA	NA	15	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			HU001.5.k
RO005.23.i	47	43	RO005	23	i	nut def	nat	NA	NA	14	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			RO005.23.i
US001.23.j	47	44	US001	23	j	nut def	inv	NA	NA	14	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			US001.23.j
RU001.6.d	47	45	RU001	6	d	nut def	nat	NA	NA	15	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			RU001.6.d
RO003.4.e	47	46	RO003	4	e	nut def	nat	NA	NA	14	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			RO003.4.e
TR004.14.f	47	47	TR004	14	f	nut def	nat	NA	NA	16	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			TR004.14.f
US003.19.b	47	48	US003	19	b	nut def	inv	NA	NA	14	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			US003.19.b
RU002.6.a	47	49	RU002	6	a	nut def	nat	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			RU002.6.a
US026.24.i	47	50	US026	24	i	nut def	inv	NA	NA	15	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			US026.24.i
GR001.26.b	48	1	GR001	26	b	drought	nat	3	6	NA	11	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			GR001.26.b
US003.27.f	48	3	US003	27	f	drought	inv	3	6	NA	11	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			US003.27.f
UA003.7A.j	48	4	UA003	7A	j	drought	nat	3	4	NA	12	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			UA003.7A.j
TR001.24.f	48	5	TR001	24	f	drought	nat	6	10	NA	14	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			TR001.24.f
UA004.7.b	48	7	UA004	7	b	drought	nat	2	5	NA	11	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			UA004.7.b
UA002.15.c	48	8	UA002	15	c	drought	nat	4	6	NA	13	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			UA002.15.c
US015.13.c	48	9	US015	13	c	drought	inv	4	7	NA	15	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			US015.13.c
RU004.5.c	48	10	RU004	5	c	drought	nat	5	6	NA	16	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			RU004.5.c
TR005.18.i	48	11	TR005	18	i	drought	nat	5	8	NA	20	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			TR005.18.i
US022.23.c	48	12	US022	23	c	drought	inv	5	7	NA	13	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			US022.23.c
US002.22.g	48	13	US002	22	g	drought	inv	2	3	NA	12	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			US002.22.g
TR004.8.c	48	14	TR004	8	c	drought	nat	3	4	NA	14	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			TR004.8.c
RO001.12.g	48	18	RO001	12	g	drought	nat	3	7	NA	17	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			RO001.12.g
RU001.10.c	48	19	RU001	10	c	drought	nat	7	10	NA	16	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			RU001.10.c
RU005.6.h	48	22	RU005	6	h	drought	nat	3	4	NA	12	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			RU005.6.h
US021.8.h	48	25	US021	8	h	drought	inv	3	6	NA	16	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			US021.8.h
RU008.17.h	48	27	RU008	17	h	drought	nat	5	8	NA	14	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			RU008.17.h
CA001.3.e	48	28	CA001	3	e	drought	inv	2	6	NA	12	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			CA001.3.e
RO005.23.e	48	30	RO005	23	e	drought	nat	3	7	NA	13	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			RO005.23.e
US011.8.e	48	31	US011	8	e	drought	inv	3	5	NA	10	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			US011.8.e
RO004.20.e	48	34	RO004	20	e	drought	nat	4	7	NA	13	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			RO004.20.e
US014.17.d	48	35	US014	17	d	drought	inv	4	7	NA	16	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			US014.17.d
BG001.29.i	48	36	BG001	29	i	drought	nat	3	6	NA	12	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			BG001.29.i
RO002.13.b	48	37	RO002	13	b	drought	nat	5	6	NA	12	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			RO002.13.b
HU001.24.c	48	38	HU001	24	c	drought	nat	3	5	NA	12	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			HU001.24.c
GR002.13.h	48	39	GR002	13	h	drought	nat	3	4	NA	12	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			GR002.13.h
US001.14.i	48	40	US001	14	i	drought	inv	3	6	NA	16	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			US001.14.i
RO003.11.i	48	41	RO003	11	i	drought	nat	3	5	NA	11	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			RO003.11.i
RU002.1.e	48	43	RU002	1	e	drought	nat	3	4	NA	6	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			RU002.1.e
GR003.9.g	48	47	GR003	9	g	drought	nat	3	4	NA	8	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			GR003.9.g
US023.41.a	48	50	US023	41	a	drought	inv	1	3	NA	6	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			US023.41.a
RO003.4.c	49	1	RO003	4	c	nut def	nat	NA	NA	14	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			RO003.4.c
RU008.21.h	49	2	RU008	21	h	nut def	nat	NA	NA	14	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			RU008.21.h
UA003.9A.g	49	5	UA003	9A	g	nut def	nat	NA	NA	14	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			UA003.9A.g
