Rack	Pos	PopID	Mom	Indiv	Trt	Origin	Wilt	TotWilt	Yellow	Death	FloatDate	Note	BoltDate	BoltMsrDate	BCount1	MaxBoltHt1	OtherBoltHt1	BoltMsrDate2	BCount2	MaxBoltHt2	OtherBoltHt2	BoltMsrDate3	BCount3	MaxBoltHt3	OtherBoltHt3	FlrDate	FlrColor	FlrNotes	ID
US012.28.a	17	35	US012	28	a	drought	inv	3	6	NA	12	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			US012.28.a
RU002.5.b	17	36	RU002	5	b	drought	nat	3	6	NA	11	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			RU002.5.b
UA004.27.d	17	38	UA004	27	d	drought	nat	1	3	NA	11	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			UA004.27.d
UA003.8.f	17	39	UA003	8	f	drought	nat	8	10	NA	13	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			UA003.8.f
US001.22.f	17	41	US001	22	f	drought	inv	1	3	NA	7	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			US001.22.f
TR001.10.i	17	43	TR001	10	i	drought	nat	1	4	NA	15	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			TR001.10.i
GR002.25.e	17	44	GR002	25	e	drought	nat	1	3	NA	12	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			GR002.25.e
TR005.18.n	17	45	TR005	18	n	drought	nat	5	7	NA	16	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			TR005.18.n
GR001.14.f	17	46	GR001	14	f	drought	nat	2	4	NA	12	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			GR001.14.f
BG001.16.h	17	48	BG001	16	h	drought	nat	2	4	NA	16	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			BG001.16.h
RO002.13.a	17	49	RO002	13	a	drought	nat	8	11	NA	16	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			RO002.13.a
RU008.19.c	17	50	RU008	19	c	drought	nat	2	4	NA	7	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			RU008.19.c
UA005.15.c	18	1	UA005	15	c	control	nat	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			UA005.15.c
UA001.18.f	18	2	UA001	18	f	control	nat	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			UA001.18.f
US003.27.j	18	4	US003	27	j	control	inv	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			US003.27.j
GR002.8.j	18	7	GR002	8	j	control	nat	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			GR002.8.j
UA004.5.e	18	8	UA004	5	e	control	nat	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			UA004.5.e
RO004.20.g	18	9	RO004	20	g	control	nat	NA	NA	NA	NA	NA		38	NA	NA	NA	NA	38	1	20.5	NA	69	1	29.5		84	purple		RO004.20.g
CA001.2.b	18	10	CA001	2	b	control	inv	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			CA001.2.b
RU008.18.f	18	13	RU008	18	f	control	nat	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			RU008.18.f
HU001.28.e	18	14	HU001	28	e	control	nat	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			HU001.28.e
TR001.12.g	18	16	TR001	12	g	control	nat	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			TR001.12.g
CA007.2.d	18	17	CA007	2	d	control	inv	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			CA007.2.d
US001.22.a	18	18	US001	22	a	control	inv	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			US001.22.a
UA002.15.j	18	21	UA002	15	j	control	nat	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			UA002.15.j
BG001.17.d	18	23	BG001	17	d	control	nat	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			BG001.17.d
RO002.15.b	18	26	RO002	15	b	control	nat	NA	NA	NA	NA	NA		69	NA	NA	NA	NA	NA	NA	NA	NA	69	1	33		NA			RO002.15.b
RU001.7.c	18	30	RU001	7	c	control	nat	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			RU001.7.c
RO005.15.h	18	31	RO005	15	h	control	nat	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			RO005.15.h
US002.17.a	18	33	US002	17	a	control	inv	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			US002.17.a
RO001.12.e	18	34	RO001	12	e	control	nat	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			RO001.12.e
UA008.18.a	18	35	UA008	18	a	control	nat	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			UA008.18.a
UA003.7A.i	18	36	UA003	7A	i	control	nat	NA	NA	NA	NA	NA		69	NA	NA	NA	NA	NA	NA	NA	NA	69	1	76		NA		spotted 	UA003.7A.i
GR003.10.e	18	37	GR003	10	e	control	nat	NA	NA	NA	NA	NA		38	NA	NA	NA	NA	38	1	6.4	NA	69	1	41.5		NA			GR003.10.e
US015.15.d	18	39	US015	15	d	control	inv	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			US015.15.d
CA008.5.i	18	40	CA008	5	i	control	inv	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			CA008.5.i
US022.41.a	18	41	US022	41	a	control	inv	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			US022.41.a
US013.23.b	18	42	US013	23	b	control	inv	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			US013.23.b
TR005.9.f	18	43	TR005	9	f	control	nat	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			TR005.9.f
US026.15.d	18	44	US026	15	d	control	inv	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			US026.15.d
US018.11.c	18	45	US018	11	c	control	inv	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			US018.11.c
RO003.11.h	18	47	RO003	11	h	control	nat	NA	NA	NA	NA	NA		69	NA	NA	NA	NA	NA	NA	NA	NA	69	1	4		NA			RO003.11.h
US014.16.m	18	48	US014	16	m	control	inv	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			US014.16.m
UA006.10.b	18	49	UA006	10	b	control	nat	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			UA006.10.b
US002.17.f	19	2	US002	17	f	drought	inv	1	3	NA	9	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			US002.17.f
US023.34.c	19	3	US023	34	c	drought	inv	1	3	NA	10	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			US023.34.c
UA008.18.g	19	4	UA008	18	g	drought	nat	6	8	NA	15	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			UA008.18.g
US015.15.a	19	5	US015	15	a	drought	inv	1	4	NA	12	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			US015.15.a
RO003.15.f	19	8	RO003	15	f	drought	nat	2	4	NA	12	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			RO003.15.f
RO004.3.c	19	9	RO004	3	c	drought	nat	2	4	NA	12	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			RO004.3.c
RO005.15.b	19	10	RO005	15	b	drought	nat	3	5	NA	12	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			RO005.15.b
UA004.7.c	19	11	UA004	7	c	drought	nat	1	4	NA	12	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			UA004.7.c
RO001.21.j	19	13	RO001	21	j	drought	nat	5	7	NA	12	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			RO001.21.j
TR001.24.b	19	14	TR001	24	b	drought	nat	5	8	NA	16	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			TR001.24.b
UA003.7A.b	19	16	UA003	7A	b	drought	nat	3	5	NA	14	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			UA003.7A.b
CA001.3.d	19	19	CA001	3	d	drought	inv	3	4	NA	11	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			CA001.3.d
US026.24.b	19	21	US026	24	b	drought	inv	5	8	NA	15	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			US026.24.b
RU001.2.c	19	23	RU001	2	c	drought	nat	2	4	NA	12	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			RU001.2.c
UA002.18.b	19	26	UA002	18	b	drought	nat	3	4	NA	12	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			UA002.18.b
CA008.4.a	19	27	CA008	4	a	drought	inv	2	4	NA	12	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			CA008.4.a
RU008.18.j	19	28	RU008	18	j	drought	nat	2	4	NA	10	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			RU008.18.j
HU001.24.k	19	30	HU001	24	k	drought	nat	3	5	NA	12	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			HU001.24.k
US014.17.e	19	32	US014	17	e	drought	inv	3	6	NA	11	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			US014.17.e
GR003.10.h	19	34	GR003	10	h	drought	nat	3	6	NA	13	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			GR003.10.h
TR003.24.a	19	35	TR003	24	a	drought	nat	7	10	NA	20	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			TR003.24.a
US003.6.c	19	36	US003	6	c	drought	inv	2	4	NA	12	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			US003.6.c
UA005.7.c	19	38	UA005	7	c	drought	nat	1	4	NA	7	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			UA005.7.c
UA001.18.g	19	39	UA001	18	g	drought	nat	3	5	NA	12	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			UA001.18.g
BG001.25.d	19	40	BG001	25	d	drought	nat	1	4	NA	13	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			BG001.25.d
UA007.19.c	19	42	UA007	19	c	drought	nat	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			UA007.19.c
US001.22.i	19	46	US001	22	i	drought	inv	1	3	NA	6	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			US001.22.i
RO002.22.g	19	47	RO002	22	g	drought	nat	1	3	NA	12	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			RO002.22.g
CA007.2.c	19	48	CA007	2	c	drought	inv	1	3	NA	11	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			CA007.2.c
TR004.8.e	20	1	TR004	8	e	nut def	nat	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			TR004.8.e
US018.5.d	20	3	US018	5	d	nut def	inv	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			US018.5.d
GR001.26.i	20	6	GR001	26	i	nut def	nat	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			GR001.26.i
RO004.21.h	20	7	RO004	21	h	nut def	nat	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			RO004.21.h
RU002.5.c	20	8	RU002	5	c	nut def	nat	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			RU002.5.c
RO001.13.c	20	12	RO001	13	c	nut def	nat	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			RO001.13.c
UA005.3.c	20	16	UA005	3	c	nut def	nat	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			UA005.3.c
RU008.21.f	20	18	RU008	21	f	nut def	nat	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			RU008.21.f
US015.2.d	20	19	US015	2	d	nut def	inv	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			US015.2.d
CA001.7.b	20	20	CA001	7	b	nut def	inv	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			CA001.7.b
RO005.14.d	20	21	RO005	14	d	nut def	nat	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			RO005.14.d
UA001.19.a	20	23	UA001	19	a	nut def	nat	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			UA001.19.a
RO002.18.e	20	24	RO002	18	e	nut def	nat	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			RO002.18.e
GR002.2.c	20	26	GR002	2	c	nut def	nat	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			GR002.2.c
US001.3.b	20	27	US001	3	b	nut def	inv	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			US001.3.b
US003.28.i	20	28	US003	28	i	nut def	inv	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			US003.28.i
RO003.4.d	20	30	RO003	4	d	nut def	nat	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			RO003.4.d
RU003.7.a	20	31	RU003	7	a	nut def	nat	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			RU003.7.a
US022.17.f	20	32	US022	17	f	nut def	inv	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			US022.17.f
UA007.20.d	20	34	UA007	20	d	nut def	nat	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			UA007.20.d
UA004.18.d	20	36	UA004	18	d	nut def	nat	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			UA004.18.d
UA003.11A.f	20	37	UA003	11A	f	nut def	nat	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			UA003.11A.f
BG001.17.c	20	38	BG001	17	c	nut def	nat	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			BG001.17.c
RU004.7.e	20	40	RU004	7	e	nut def	nat	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			RU004.7.e
GR003.9.i	20	41	GR003	9	i	nut def	nat	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			GR003.9.i
US023.41.f	20	42	US023	41	f	nut def	inv	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			US023.41.f
TR001.1.h	20	43	TR001	1	h	nut def	nat	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			TR001.1.h
US014.22.f	20	44	US014	22	f	nut def	inv	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			US014.22.f
RU001.6.b	20	45	RU001	6	b	nut def	nat	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			RU001.6.b
US002.1.d	20	47	US002	1	d	nut def	inv	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			US002.1.d
TR003.14.d	20	48	TR003	14	d	nut def	nat	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			TR003.14.d
HU001.13.e	20	49	HU001	13	e	nut def	nat	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			HU001.13.e
RO005.15.d	23	2	RO005	15	d	flood	nat	NA	NA	7	25	19	FLOAT-19	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			RO005.15.d
TR004.8.a	23	3	TR004	8	a	flood	nat	NA	NA	7	NA	NA	F1-3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			TR004.8.a
RO004.3.d	23	4	RO004	3	d	flood	nat	NA	NA	7	21	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			RO004.3.d
CA008.6.d	23	6	CA008	6	d	flood	inv	NA	NA	7	19	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			CA008.6.d
US023.34.g	23	7	US023	34	g	flood	inv	NA	NA	5	16	NA	ALB	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			US023.34.g
RO003.15.a	23	8	RO003	15	a	flood	nat	NA	NA	6	17	16	FLOAT-16	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			RO003.15.a
US002.1.g	23	9	US002	1	g	flood	inv	NA	NA	8	21	15	FLOAT-15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			US002.1.g
US003.28.e	23	10	US003	28	e	flood	inv	NA	NA	5	20	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			US003.28.e
GR003.3.h	23	11	GR003	3	h	flood	nat	NA	NA	7	14	13	FLOAT-13	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			GR003.3.h
UA003.7A.a	23	12	UA003	7A	a	flood	nat	NA	NA	6	29	30	FLOAT-30	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			UA003.7A.a
GR001.14.d	23	15	GR001	14	d	flood	nat	NA	NA	7	17	NA	ALB	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			GR001.14.d
US026.24.e	23	16	US026	24	e	flood	inv	NA	NA	9	17	12	FF-12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			US026.24.e
RU008.21.b	23	19	RU008	21	b	flood	nat	NA	NA	6	17	13	FLOAT-13	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			RU008.21.b
UA005.7.g	23	20	UA005	7	g	flood	nat	NA	NA	6	29	25	FLOAT-25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			UA005.7.g
US015.17.j	23	25	US015	17	j	flood	inv	NA	NA	5	17	16	FLOAT-16	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			US015.17.j
BG001.16.e	23	26	BG001	16	e	flood	nat	NA	NA	6	21	19	FLOAT-19	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			BG001.16.e
TR001.1.a	23	29	TR001	1	a	flood	nat	NA	NA	7	21	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			TR001.1.a
UA004.18.e	23	31	UA004	18	e	flood	nat	NA	NA	5	17	NA	ALB	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			UA004.18.e
TR005.18.k	23	33	TR005	18	k	flood	nat	NA	NA	6	30	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			TR005.18.k
RU001.6.a	23	34	RU001	6	a	flood	nat	NA	NA	5	18	NA	ALB	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			RU001.6.a
RO001.28.h	23	37	RO001	28	h	flood	nat	NA	NA	6	13	NA	ALB	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			RO001.28.h
RU004.8.c	23	39	RU004	8	c	flood	nat	NA	NA	6	NA	NA	F1-39	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			RU004.8.c
HU001.13.h	23	40	HU001	13	h	flood	nat	NA	NA	7	NA	19	F1-40	69	NA	NA	NA	NA	NA	NA	NA	NA	69	1	35		NA			HU001.13.h
US001.14.h	23	42	US001	14	h	flood	inv	NA	NA	5	NA	NA	F1-42	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			US001.14.h
GR002.13.g	23	44	GR002	13	g	flood	nat	NA	NA	6	17	NA	ALB	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			GR002.13.g
CA001.4.b	23	45	CA001	4	b	flood	inv	NA	NA	6	36	19	F1-45	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			CA001.4.b
US020.27.g	23	46	US020	27	g	flood	inv	NA	NA	6	18	16	FLOAT-16	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			US020.27.g
RO002.22.e	23	48	RO002	22	e	flood	nat	NA	NA	7	29	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			RO002.22.e
US022.42.g	23	50	US022	42	g	flood	inv	NA	NA	6	11	NA	ALB	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			US022.42.g
RU001.10.f	24	3	RU001	10	f	control	nat	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			RU001.10.f
US001.3.c	24	4	US001	3	c	control	inv	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			US001.3.c
UA002.13.a	24	6	UA002	13	a	control	nat	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			UA002.13.a
US002.1.c	24	7	US002	1	c	control	inv	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			US002.1.c
CA001.6.i	24	13	CA001	6	i	control	inv	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			CA001.6.i
CA008.6.f	24	14	CA008	6	f	control	inv	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			CA008.6.f
US017.36.e	24	18	US017	36	e	control	inv	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			US017.36.e
RO002.22.d	24	19	RO002	22	d	control	nat	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			RO002.22.d
UA005.18.h	24	20	UA005	18	h	control	nat	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			UA005.18.h
RU008.18.h	24	21	RU008	18	h	control	nat	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			RU008.18.h
TR004.18.d	24	24	TR004	18	d	control	nat	NA	NA	NA	NA	NA		69	NA	NA	NA	NA	NA	NA	NA	NA	69	1	7		NA			TR004.18.d
UA003.11A.b	24	26	UA003	11A	b	control	nat	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			UA003.11A.b
UA001.11.h	24	28	UA001	11	h	control	nat	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			UA001.11.h
GR002.25.d	24	29	GR002	25	d	control	nat	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			GR002.25.d
US014.16.j	24	31	US014	16	j	control	inv	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			US014.16.j
GR003.10.g	24	34	GR003	10	g	control	nat	NA	NA	NA	NA	NA		18	18	1	28.5	NA	38	1	35.1	NA	69	4	32	13,13,4	50	white		GR003.10.g
US020.24.c	24	35	US020	24	c	control	inv	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			US020.24.c
US015.17.k	24	36	US015	17	k	control	inv	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			US015.17.k
TR001.12.d	24	37	TR001	12	d	control	nat	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			TR001.12.d
US003.6.h	24	38	US003	6	h	control	inv	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			US003.6.h
RO005.17.i	24	40	RO005	17	i	control	nat	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			RO005.17.i
RO003.21.d	24	41	RO003	21	d	control	nat	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			RO003.21.d
US023.12.a	24	42	US023	12	a	control	inv	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			US023.12.a
BG001.16.j	24	43	BG001	16	j	control	nat	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			BG001.16.j
HU001.24.j	24	45	HU001	24	j	control	nat	NA	NA	NA	NA	NA		69	NA	NA	NA	NA	NA	NA	NA	NA	69	1	12		NA			HU001.24.j
