Rack	Pos	PopID	Mom	Indiv	Origin	Trt	ID	MsrDayH	LfCountH	LfLgthH	LfWdthH	BoltedatH	HarvestDay	CrownDiam.mm	ShootMass.g	RootMass.g	LfCount2	LfLgth2	LfWdth2	LfYellow2	BoltHt2	LfCount1	LfLgth1	LfWdth1	Yellow	BoltDate	BoltMsrDate	BCount1	MaxBoltHt1	BoltMsrDate2	BCount2	MaxBoltHt2	BoltMsrDate3	BCount3	MaxBoltHt3	FlrDate	FlrColor	LfCount1.sq	LfLgth1.log	LfWdth1.log	LfCount2.sq	LfLgth2.log	LfWdth2.log	LfCountH.sq	LfLgthH.log	LfWdthH.log	CrownH.log	ShootH.log	RootH.log
RO001.21.a	49	11	RO001	21	a	nat	nut def	RO001.21.a	75	4	17	3.7	n	77	4.35	1.11	2.168	12	21	4.1	y	NA	9	16.1	2.2	16	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		3	2.77881927199042	0.78845736036427	3.46410161513775	3.04452243772342	1.41098697371026	2	2.83321334405622	1.30833281965018	1.47017584510059	0.104360015324243	0.7738050835774
GR002.2.f	49	12	GR002	2	f	nat	nut def	GR002.2.f	75	4	15.1	4.3	y	77	6.64	2.535	2.582	15	18.4	4.4	y	12	12	14.7	3.8	14	15	18	1	12	38	1	37.5	69	1	38	32	white	3.46410161513775	2.68784749378469	1.33500106673234	3.87298334620742	2.91235066461494	1.48160454092422	2	2.71469474382088	1.45861502269952	1.89311196348834	0.930193637043147	0.948564292424451
GR001.14.c	49	13	GR001	14	c	nat	nut def	GR001.14.c	75	8	16.4	3.8	n	77	4.22	1.044	2.041	8	16.9	4.5	y	NA	7	14.5	2.9	15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		2.64575131106459	2.67414864942653	1.06471073699243	2.82842712474619	2.82731362192903	1.50407739677627	2.82842712474619	2.79728133483015	1.33500106673234	1.43983512804792	0.043059489460447	0.713439883827708
RU004.10.a	49	15	RU004	10	a	nat	nut def	RU004.10.a	75	18	19.8	5.1	n	77	5.48	1.397	3.326	12	19.6	4.1	y	NA	9	16.8	5	14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		3	2.82137888640921	1.6094379124341	3.46410161513775	2.97552956623647	1.41098697371026	4.24264068711928	2.98568193770049	1.62924053973028	1.70110510095992	0.334327080274825	1.20177038077074
GR003.10.i	49	16	GR003	10	i	nat	nut def	GR003.10.i	75	10	19.8	4.6	n	77	5.5	1.571	3.268	10	21.1	4.2	y	NA	8	17	4.9	14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		2.82842712474619	2.83321334405622	1.58923520511658	3.16227766016838	3.04927304048202	1.43508452528932	3.16227766016838	2.98568193770049	1.52605630349505	1.70474809223843	0.451712359273484	1.18417817699776
TR003.15.c	49	19	TR003	15	c	nat	nut def	TR003.15.c	75	8	18.7	4	n	77	4.36	0.694	1.139	11	18.6	3.8	y	NA	12	16.8	2.1	15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		3.46410161513775	2.82137888640921	0.741937344729377	3.3166247903554	2.92316158071916	1.33500106673234	2.82842712474619	2.92852352386054	1.38629436111989	1.47247205736094	-0.365283318475333	0.130150684465045
CA008.2.c	49	20	CA008	2	c	inv	nut def	CA008.2.c	75	15	22.1	4.4	n	77	5.43	1.647	3.257	15	21.9	3.3	n	NA	12	16.8	2.1	16	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		3.46410161513775	2.82137888640921	0.741937344729377	3.87298334620742	3.08648663682246	1.19392246847243	3.87298334620742	3.09557760852371	1.48160454092422	1.69193913394584	0.498955451195503	1.1808065262941
BG001.22.g	49	21	BG001	22	g	nat	nut def	BG001.22.g	75	19	19.1	5	n	77	5.97	1.257	3.597	20	18.6	5	y	NA	13	13.4	3.8	15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		3.60555127546399	2.59525470695687	1.33500106673234	4.47213595499958	2.92316158071916	1.6094379124341	4.35889894354067	2.94968833505258	1.6094379124341	1.78674692740451	0.22872792960811	1.28010016471349
US011.8.i	49	24	US011	8	i	inv	nut def	US011.8.i	75	16	18.2	5.2	n	77	7.01	2.075	3.243	14	21.3	6.5	y	NA	9	17.2	3.6	14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		3	2.84490938381941	1.28093384546206	3.74165738677394	3.05870707271538	1.87180217690159	4	2.90142159408275	1.64865862558738	1.9473377010465	0.729961153682662	1.17649882732518
US002.24.d	49	26	US002	24	d	inv	nut def	US002.24.d	75	18	20.3	6	n	77	6.26	1.183	2.148	18	23.3	7.1	y	NA	15	18.3	3.5	15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		3.87298334620742	2.90690105984738	1.25276296849537	4.24264068711928	3.14845336057165	1.96009478404727	4.24264068711928	3.01062088604774	1.79175946922805	1.83418018511201	0.16805358499625	0.764537176646618
US001.20.f	49	27	US001	20	f	inv	nut def	US001.20.f	75	18	23.1	7.5	n	77	7.58	2.289	9.607	12	23.2	4.7	y	NA	12	21.7	5.6	14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		3.46410161513775	3.07731226054641	1.7227665977411	3.46410161513775	3.14415227867226	1.54756250871601	4.24264068711928	3.13983261752775	2.01490302054226	2.02551319965428	0.82811504097043	2.2624919994276
CA001.2.f	49	28	CA001	2	f	inv	nut def	CA001.2.f	75	13	22.4	5.4	n	77	5.4	1.797	5.288	8	23.1	4	y	NA	12	19.8	4.1	14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		3.46410161513775	2.98568193770049	1.41098697371026	2.82842712474619	3.13983261752775	1.38629436111989	3.60555127546399	3.10906095886099	1.68639895357023	1.68639895357023	0.586118607801422	1.66544010254939
US003.20.f	49	29	US003	20	f	inv	nut def	US003.20.f	75	15	17.8	3.3	n	77	6.23	1.805	4.455	12	18.1	3.9	y	NA	11	17.3	4.2	14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		3.3166247903554	2.85070650150373	1.43508452528932	3.46410161513775	2.89591193827178	1.3609765531356	3.87298334620742	2.87919845729804	1.19392246847243	1.82937633279936	0.590560591784844	1.49402706092277
US014.4.b	49	31	US014	4	b	inv	nut def	US014.4.b	75	16	15.2	4.2	n	77	4.24	1.119	1.911	14	17.7	2.8	y	NA	6	13	2	14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		2.44948974278318	2.56494935746154	0.693147180559945	3.74165738677394	2.87356463957978	1.02961941718116	4	2.72129542785223	1.43508452528932	1.44456326924387	0.112435429329788	0.647626665258136
US015.13.a	49	32	US015	13	a	inv	nut def	US015.13.a	75	12	16.5	4.8	n	77	5.92	1.281	2.979	14	17.6	5.2	y	NA	10	15.6	2.2	14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		3.16227766016838	2.74727091425549	0.78845736036427	3.74165738677394	2.86789890204411	1.64865862558738	3.46410161513775	2.80336038090653	1.56861591791385	1.77833644889591	0.247641022914597	1.09158767373115
RO002.15.j	49	35	RO002	15	j	nat	nut def	RO002.15.j	75	14	15.8	3.9	n	77	5.24	1.16	1.796	12	17.3	4.1	y	NA	11	14.1	3.4	15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		3.3166247903554	2.64617479738412	1.22377543162212	3.46410161513775	2.85070650150373	1.41098697371026	3.74165738677394	2.76000994003292	1.3609765531356	1.65632149833295	0.148420005118273	0.585561969880008
RO004.3.a	49	36	RO004	3	a	nat	nut def	RO004.3.a	75	15	16.9	3.8	n	77	6.87	1.723	2.878	17	20.2	4.7	y	NA	12	18.1	3.1	14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		3.46410161513775	2.89591193827178	1.1314021114911	4.12310562561766	3.00568260440716	1.54756250871601	3.87298334620742	2.82731362192903	1.33500106673234	1.92716410623426	0.544066957545793	1.05709560846518
RU005.11.d	49	39	RU005	11	d	nat	nut def	RU005.11.d	75	23	17.5	4.2	n	77	6.19	1.636	8.638	18	17.1	4	y	NA	11	12.2	2.5	14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		3.3166247903554	2.50143595173921	0.916290731874155	4.24264068711928	2.83907846350861	1.38629436111989	4.79583152331272	2.86220088092947	1.43508452528932	1.8229350866965	0.492254238180555	2.15617107453851
TR004.8.b	49	40	TR004	8	b	nat	nut def	TR004.8.b	75	9	18.6	4.1	n	77	4.6	0.932	1.304	8	19.6	3.9	y	NA	10	18.8	4.7	14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		3.16227766016838	2.9338568698359	1.54756250871601	2.82842712474619	2.97552956623647	1.3609765531356	3	2.92316158071916	1.41098697371026	1.52605630349505	-0.0704224642965458	0.265436463504461
UA005.7.h	49	42	UA005	7	h	nat	nut def	UA005.7.h	75	13	17.9	6.9	n	77	9.27	1.924	5.885	14	18.1	6.3	y	NA	12	16.3	5.6	15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		3.46410161513775	2.79116510781272	1.7227665977411	3.74165738677394	2.89591193827178	1.84054963339749	3.60555127546399	2.88480071284671	1.93152141160321	2.22678337957776	0.654406352243515	1.77240674071224
US022.31.f	49	45	US022	31	f	inv	nut def	US022.31.f	75	15	16.4	4.1	n	77	6.94	1.245	3.122	12	16.9	3.7	y	NA	12	16.4	3	14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		3.46410161513775	2.79728133483015	1.09861228866811	3.46410161513775	2.82731362192903	1.30833281965018	3.87298334620742	2.79728133483015	1.41098697371026	1.93730177451871	0.219135529916671	1.13847382209324
TR005.18.j	49	46	TR005	18	j	nat	nut def	TR005.18.j	75	8	16.7	5.5	n	77	4.38	0.928	1.118	9	18.3	4.7	y	NA	9	16	2.5	14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		3	2.77258872223978	0.916290731874155	3	2.90690105984738	1.54756250871601	2.82842712474619	2.81540871942271	1.70474809223843	1.47704872438835	-0.0747235461959364	0.111541374732908
RO005.14.a	49	50	RO005	14	a	nat	nut def	RO005.14.a	75	19	17.1	6	n	77	5.51	1.259	3.098	11	16.5	3.5	y	NA	10	16.2	5.7	14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		3.16227766016838	2.78501124223834	1.7404661748405	3.3166247903554	2.80336038090653	1.25276296849537	4.35889894354067	2.83907846350861	1.79175946922805	1.70656462316482	0.23031775506221	1.13075674199468
