Rack	Pos	PopID	Mom	Indiv	Origin	Trt	ID	MsrDayH	LfCountH	LfLgthH	LfWdthH	BoltedatH	HarvestDay	CrownDiam.mm	ShootMass.g	RootMass.g	LfCount2	LfLgth2	LfWdth2	LfYellow2	BoltHt2	LfCount1	LfLgth1	LfWdth1	Note	BoltDate	BoltMsrDate	BCount1	BoltMsrDate2	BCount2	MaxBoltHt2	OtherBoltHt2	BoltMsrDate3	BCount3	MaxBoltHt3	OtherBoltHt3	FlrDate	FlrColor	FlrNotes	sqrt(cont$LfCount1)	log(cont$LfLgth1)	log(cont$LfWdth1)	sqrt(cont$LfCount2)	log(cont$LfLgth2)	log(cont$LfWdth2)	sqrt(cont$LfCountH)	log(cont$LfLgthH)	log(cont$LfWdthH)	log(cont$CrownDiam.mm)	log(cont$ShootMass.g)	log(cont$RootMass.g)
US002.1.b	30	48	US002	1	b	inv	cont	US002.1.b	86	10	30.4	8.2	n	86	9.53	3.28	0.05	19	23.5	2.8	y	NA	13	13.7	3.4		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			3.60555127546399	2.61739583283408	1.22377543162212	4.35889894354067	3.15700042115011	1.02961941718116	3.16227766016838	3.41444260841218	2.10413415427021	2.25444471766611	1.18784342239605	-2.99573227355399
UA003.11A.g	30	49	UA003	11A	g	nat	cont	UA003.11A.g	86	9	28.7	6.2	n	86	5.84	2.389	0.576	12	31.9	3.9	y	NA	12	16.1	4.1		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			3.46410161513775	2.77881927199042	1.41098697371026	3.46410161513775	3.4626060097908	1.3609765531356	3	3.35689712276558	1.82454929205105	1.76473079684014	0.870874868343672	-0.551647618286246
US014.17.b	30	50	US014	17	b	inv	cont	US014.17.b	84	19	24.1	4.8	n	84	7.43	3.312	2.585	17	21	3.9	n	NA	9	13.9	3.7		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			3	2.63188884013665	1.30833281965018	4.12310562561766	3.04452243772342	1.3609765531356	4.35889894354067	3.18221184049661	1.56861591791385	2.00552585872967	1.19755223652301	0.949725507960392
US003.27.b	34	1	US003	27	b	inv	cont	US003.27.b	84	9	22.9	7.2	y	84	7.12	4.052	2.809	15	20.4	5.9	n	NA	11	13	3.5		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			3.3166247903554	2.56494935746154	1.25276296849537	3.87298334620742	3.01553490085017	1.77495235091167	3	3.13113691056019	1.97408102602201	1.96290772542388	1.39921058638644	1.03282854812211
UA005.7.d	34	3	UA005	7	d	nat	cont	UA005.7.d	84	0	NA	NA	y	84	7.89	6.494	1.035	16	22.7	4.6	n	8.3	9	13.5	3.5		18	18	1	39	1	36.8	NA	69	1	40.5		74	white		3	2.60268968544438	1.25276296849537	4	3.12236492448736	1.52605630349505	0	NA	NA	2.06559613485778	1.87087867368065	0.0344014267173323
RU008.21.e	34	4	RU008	21	e	nat	cont	RU008.21.e	84	14	32.4	7.8	n	84	7.7	3.249	1.298	19	22.4	5.3	y	NA	10	20.5	3.5		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			3.16227766016838	3.02042488614436	1.25276296849537	4.35889894354067	3.10906095886099	1.66770682055808	3.74165738677394	3.47815842279828	2.05412373369555	2.04122032885964	1.17834725668696	0.260824618281898
TR003.24.c	34	7	TR003	24	c	nat	cont	TR003.24.c	84	7	27.4	4.5	n	84	3.76	0.685	0.311	6	18.7	2.4	n	NA	7	12.5	3		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			2.64575131106459	2.52572864430826	1.09861228866811	2.44948974278318	2.92852352386054	0.8754687373539	2.64575131106459	3.31054301339402	1.50407739677627	1.3244189574018	-0.378336440719912	-1.1679623668029
UA003.8.j	34	8	UA003	8	j	nat	cont	UA003.8.j	84	12	34.1	7	n	84	7.84	3.364	1.341	17	37.9	5.5	y	NA	9	18	3.5		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			3	2.89037175789616	1.25276296849537	4.12310562561766	3.63495111208838	1.70474809223843	3.46410161513775	3.52929738428947	1.94591014905531	2.05923883436232	1.2131307421107	0.293415604299541
US002.22.d	34	14	US002	22	d	inv	cont	US002.22.d	84	15	27.8	6.2	n	84	7.11	3.875	2.165	18	17.5	6.2	y	NA	13	16.5	4		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			3.60555127546399	2.80336038090653	1.38629436111989	4.24264068711928	2.86220088092947	1.82454929205105	3.87298334620742	3.32503602069659	1.82454929205105	1.96150224381515	1.35454566280531	0.772420361454453
TR001.12.f	34	15	TR001	12	f	nat	cont	TR001.12.f	84	16	29.1	5.4	n	84	8.13	2.961	2.753	12	21.2	6.3	y	NA	10	19	4		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			3.16227766016838	2.94443897916644	1.38629436111989	3.46410161513775	3.05400118167797	1.84054963339749	4	3.37073817417745	1.68639895357023	2.09556092355972	1.08552704911945	1.01269122616047
US015.3.e	34	17	US015	3	e	inv	cont	US015.3.e	84	22	25.7	5.3	n	84	9.48	4.301	4.976	17	22.7	5.1	y	NA	10	17.5	3.5		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			3.16227766016838	2.86220088092947	1.25276296849537	4.12310562561766	3.12236492448736	1.62924053973028	4.69041575982343	3.24649099190117	1.66770682055808	2.24918431626693	1.4588475538016	1.60462635543688
UA004.7.h	34	18	UA004	7	h	nat	cont	UA004.7.h	84	26	28.2	6.6	n	84	9.56	4.201	9.465	20	24.8	6.8	y	NA	15	20.5	4.5		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			3.87298334620742	3.02042488614436	1.50407739677627	4.47213595499958	3.21084365317094	1.91692261218206	5.09901951359278	3.33932197794407	1.88706964903238	2.25758772706331	1.43532259218725	2.24760078466129
GR001.28.g	34	20	GR001	28	g	nat	cont	GR001.28.g	84	0	NA	NA	y	84	7.24	5.992	3.871	7	20	3.8	y	21	6	15	4.5		11	18	1	39	1	29.6	NA	69	1	31.6		53	white		2.44948974278318	2.70805020110221	1.50407739677627	2.64575131106459	2.99573227355399	1.33500106673234	0	NA	NA	1.97962120639763	1.79042524621492	1.35351287159551
UA006.14.d	34	21	UA006	14	d	nat	cont	UA006.14.d	84	3	5.9	0.3	y	84	7.23	4.664	1.831	17	19.9	4.9	y	NA	11	12.5	3		39	NA	NA	39	1	14.5	NA	69	1	22.5		74	white		3.3166247903554	2.52572864430826	1.09861228866811	4.12310562561766	2.99071973173045	1.58923520511658	1.73205080756888	1.77495235091167	-1.20397280432594	1.97823903617067	1.53987344904819	0.604862265692374
UA001.11.f	34	23	UA001	11	f	nat	cont	UA001.11.f	84	22	27.7	6.2	n	84	9.56	3.287	1.12	15	26.4	5.1	y	NA	11	13	3.5		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			3.3166247903554	2.56494935746154	1.25276296849537	3.87298334620742	3.27336401015227	1.62924053973028	4.69041575982343	3.32143241319329	1.82454929205105	2.25758772706331	1.18997529468208	0.113328685307003
UA008.13.g	34	25	UA008	13	g	nat	cont	UA008.13.g	84	23	24.1	7	n	84	6.97	4.431	6.52	12	24	5.6	y	NA	8	17.5	3		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			2.82842712474619	2.86220088092947	1.09861228866811	3.46410161513775	3.17805383034795	1.7227665977411	4.79583152331272	3.18221184049661	1.94591014905531	1.94161522477243	1.48862529221735	1.87487437593856
RO005.23.h	34	33	RO005	23	h	nat	cont	RO005.23.h	84	24	27.2	6.6	n	84	7.71	3.622	2.469	17	20.9	5.1	y	NA	8	16	4		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			2.82842712474619	2.77258872223978	1.38629436111989	4.12310562561766	3.03974915897077	1.62924053973028	4.89897948556636	3.30321697330195	1.88706964903238	2.04251818757524	1.28702635946122	0.903813210363042
US022.23.h	34	35	US022	23	h	inv	cont	US022.23.h	84	19	21.2	5.2	n	84	9.2	3.773	2.917	11	18.7	5.1	y	NA	7	14.5	3		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			2.64575131106459	2.67414864942653	1.09861228866811	3.3166247903554	2.92852352386054	1.62924053973028	4.35889894354067	3.05400118167797	1.64865862558738	2.21920348405499	1.32787044098217	1.07055569088558
GR002.13.b	34	36	GR002	13	b	nat	cont	GR002.13.b	84	7	26.5	6.3	y	84	8.89	3.978	1.054	12	21.6	3.7	n	NA	7	14	3		69	NA	NA	NA	NA	NA	NA	69	1	33		NA			2.64575131106459	2.63905732961526	1.09861228866811	3.46410161513775	3.07269331469012	1.30833281965018	2.64575131106459	3.27714473299218	1.84054963339749	2.18492704952581	1.38077918043178	0.0525924501191706
RO001.28.c	34	37	RO001	28	c	nat	cont	RO001.28.c	84	18	25.1	5.3	n	84	8.54	3.831	1.295	15	17.9	5.8	y	NA	11	15.5	4		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			3.3166247903554	2.7408400239252	1.38629436111989	3.87298334620742	2.88480071284671	1.75785791755237	4.24264068711928	3.22286784613774	1.66770682055808	2.14476100780048	1.34312586571851	0.258510695151501
RU001.7.h	34	38	RU001	7	h	nat	cont	RU001.7.h	84	10	20.2	4.3	n	84	5.46	0.709	0.34	12	22.9	5.7	n	NA	11	12	3.5		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			3.3166247903554	2.484906649788	1.25276296849537	3.46410161513775	3.13113691056019	1.7404661748405	3.16227766016838	3.00568260440716	1.45861502269952	1.69744878975681	-0.34389975245001	-1.07880966137193
BG001.17.e	34	39	BG001	17	e	nat	cont	BG001.17.e	84	12	31	5.2	n	84	7.4	2.329	0.93	16	23.8	4.7	y	NA	10	13	4.5		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			3.16227766016838	2.56494935746154	1.50407739677627	4	3.16968558067743	1.54756250871601	3.46410161513775	3.43398720448515	1.64865862558738	2.00148000021012	0.845438990902204	-0.0725706928348354
HU001.14.b	34	40	HU001	14	b	nat	cont	HU001.14.b	84	20	22.4	7.3	n	84	6.65	3.239	1.562	16	25.5	8.7	y	NA	10	14.5	4		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			3.16227766016838	2.67414864942653	1.38629436111989	4	3.23867845216438	2.16332302566054	4.47213595499958	3.10906095886099	1.98787434815435	1.89461685466776	1.17526464018919	0.445967051417494
RO003.9.i	34	41	RO003	9	i	nat	cont	RO003.9.i	84	20	20.8	5.3	y	84	6.9	2.15	1.225	15	15.4	3.5	y	NA	9	14	3		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			3	2.63905732961526	1.09861228866811	3.87298334620742	2.73436750941958	1.25276296849537	4.47213595499958	3.03495298670727	1.66770682055808	1.93152141160321	0.765467842139571	0.20294084399669
CA001.6.e	34	42	CA001	6	e	inv	cont	CA001.6.e	84	23	24.5	5.5	n	84	8.21	3.346	2.346	15	18.2	4.9	y	NA	11	18	5		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			3.3166247903554	2.89037175789616	1.6094379124341	3.87298334620742	2.90142159408275	1.58923520511658	4.79583152331272	3.19867311755068	1.70474809223843	2.10535292346434	1.20776560256463	0.852711750231284
GR003.12.i	34	43	GR003	12	i	nat	cont	GR003.12.i	84	18	27.9	5.6	n	84	6.2	2.805	0.749	13	21.2	4.1	y	NA	5	17	3.5		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			2.23606797749979	2.83321334405622	1.25276296849537	3.60555127546399	3.05400118167797	1.41098697371026	4.24264068711928	3.32862668882732	1.7227665977411	1.82454929205105	1.03140353897466	-0.289016295464918
RO002.15.i	34	46	RO002	15	i	nat	cont	RO002.15.i	84	16	31.4	5.1	n	84	7.45	1.346	0.475	16	15	4.1	y	NA	11	13.5	4.5		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			3.3166247903554	2.60268968544438	1.50407739677627	4	2.70805020110221	1.41098697371026	4	3.44680789291421	1.62924053973028	2.00821403239147	0.297137231222536	-0.744440474947496
RO004.21.c	34	49	RO004	21	c	nat	cont	RO004.21.c	84	21	27.1	3.9	n	84	11.18	2.965	1.679	18	16.6	2.8	n	NA	12	15	4.5		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			3.46410161513775	2.70805020110221	1.50407739677627	4.24264068711928	2.8094026953625	1.02961941718116	4.58257569495584	3.29953372788566	1.3609765531356	2.41412646772695	1.08687703244969	0.518198378095404
US001.14.j	34	50	US001	14	j	inv	cont	US001.14.j	84	26	22.3	4.3	n	84	9.15	3.087	2.351	14	15.2	4.5	n	NA	13	14	4.5		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			3.60555127546399	2.63905732961526	1.50407739677627	3.74165738677394	2.72129542785223	1.50407739677627	5.09901951359278	3.10458667846607	1.45861502269952	2.21375387928743	1.12719974552002	0.854840769557932
RO004.20.f	40	1	RO004	20	f	nat	cont	RO004.20.f	84	6	18.9	3.3	y	84	9.43	4.817	1.478	NA	NA	NA	NA	NA	12	10.3	3.4		39	NA	NA	39	1	34	NA	69	1	43		NA			3.46410161513775	2.33214389523559	1.22377543162212	NA	NA	NA	2.44948974278318	2.9391619220656	1.19392246847243	2.24389609664537	1.57215132764808	0.39068982252601
UA003.6.f	40	3	UA003	6	f	nat	cont	UA003.6.f	84	27	27.3	4.1	n	84	8.46	5.031	2.424	NA	NA	NA	NA	NA	9	16.5	4.5		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			3	2.80336038090653	1.50407739677627	NA	NA	NA	5.19615242270663	3.30688670219091	1.41098697371026	2.13534917361813	1.61561877150918	0.885419068207068
UA004.15.g	40	4	UA004	15	g	nat	cont	UA004.15.g	84	18	17.8	2.9	n	84	5.61	0.994	1.815	NA	NA	NA	NA	NA	13	13.8	4		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			3.60555127546399	2.62466859216316	1.38629436111989	NA	NA	NA	4.24264068711928	2.87919845729804	1.06471073699243	1.72455071953461	-0.00601807232556302	0.596085467716814
US012.35.b	40	5	US012	35	b	inv	cont	US012.35.b	84	13	28.1	7	n	84	8.35	2.91	5.605	NA	NA	NA	NA	NA	7	16.9	5.8		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			2.64575131106459	2.82731362192903	1.75785791755237	NA	NA	NA	3.60555127546399	3.3357695763397	1.94591014905531	2.12226153886276	1.0681530811834	1.72365905652412
US001.22.j	40	7	US001	22	j	inv	cont	US001.22.j	84	16	31.4	5.4	n	84	9.34	3.079	4.287	NA	NA	NA	NA	NA	13	15.5	5.3		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			3.60555127546399	2.7408400239252	1.66770682055808	NA	NA	NA	4	3.44680789291421	1.68639895357023	2.23430625224075	1.12460486894236	1.45558718761584
US021.8.e	40	8	US021	8	e	inv	cont	US021.8.e	84	19	23	4.6	n	84	7.08	3.888	5.899	NA	NA	NA	NA	NA	13	14	5		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			3.60555127546399	2.63905732961526	1.6094379124341	NA	NA	NA	4.35889894354067	3.13549421592915	1.52605630349505	1.95727390770563	1.35789488659819	1.77478284502094
BG001.25.b	40	10	BG001	25	b	nat	cont	BG001.25.b	84	0	NA	NA	y	84	5.91	1.98	0.943	NA	NA	NA	NA	NA	11	14	5.5		69	NA	NA	NA	NA	NA	NA	69	1	16.5		NA			3.3166247903554	2.63905732961526	1.70474809223843	NA	NA	NA	0	NA	NA	1.77664583141801	0.683096844706444	-0.0586889963486796
RO002.22.h	40	13	RO002	22	h	nat	cont	RO002.22.h	NA	NA	NA	NA		84	NA	NA	0.645	NA	NA	NA	NA	NA	6	3	1.5		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			2.44948974278318	1.09861228866811	0.405465108108164	NA	NA	NA	NA	NA	NA	NA	NA	-0.438504962186365
TR001.10.f	40	14	TR001	10	f	nat	cont	TR001.10.f	84	3	5.6	0.4	y	84	8.12	4.881	1.284	NA	NA	NA	NA	NA	11	16	5		11	NA	NA	39	1	40.1	NA	69	6	41.5	22,21,20,18,7	50	white		3.3166247903554	2.77258872223978	1.6094379124341	NA	NA	NA	1.73205080756888	1.7227665977411	-0.916290731874155	2.09433015417359	1.58535011690501	0.249980205267769
RO005.25.h	40	16	RO005	25	h	nat	cont	RO005.25.h	84	13	29.4	7	n	84	7.16	2.635	2.977	NA	NA	NA	NA	NA	9	14.8	4		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			3	2.69462718077007	1.38629436111989	NA	NA	NA	3.60555127546399	3.38099467434464	1.94591014905531	1.96850998097255	0.968883181993326	1.09091608203364
UA005.15.a	40	18	UA005	15	a	nat	cont	UA005.15.a	84	16	32.9	4.3	n	84	8.68	3.841	3.152	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			NA	NA	NA	NA	NA	NA	4	3.49347265777133	1.45861502269952	2.16102152867226	1.34573274936377	1.14803717199563
GR002.13.f	40	19	GR002	13	f	nat	cont	GR002.13.f	84	0	NA	NA	y	84	6.76	1.682	1.041	NA	NA	NA	NA	NA	8	17	3.5		69	NA	NA	NA	NA	NA	NA	69	1	13.5		NA			2.82842712474619	2.83321334405622	1.25276296849537	NA	NA	NA	0	NA	NA	1.91102289005487	0.519983561550756	0.0401817896328318
US020.42.g	40	22	US020	42	g	inv	cont	US020.42.g	84	45	31.2	5.3	n	84	8.85	4.161	0.739	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			NA	NA	NA	NA	NA	NA	6.70820393249937	3.44041809481544	1.66770682055808	2.18041745901984	1.4257554300008	-0.302457358033935
US003.6.j	40	25	US003	6	j	inv	cont	US003.6.j	84	17	26.3	6.9	n	84	9.73	3.443	3.176	NA	NA	NA	NA	NA	9	11.5	4		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			3	2.4423470353692	1.38629436111989	NA	NA	NA	4.12310562561766	3.26956893918372	1.93152141160321	2.27521389619791	1.23634318435639	1.15562254338489
GR003.17.d	40	27	GR003	17	d	nat	cont	GR003.17.d	84	4	14.9	2.5	y	84	12.1	5.075	1.141	NA	NA	NA	NA	NA	10	17.5	4.5		11	NA	NA	39	1	40	NA	69	1	38		46			3.16227766016838	2.86220088092947	1.50407739677627	NA	NA	NA	2	2.70136121295141	0.916290731874155	2.4932054526027	1.62432652492785	0.131905070879939
HU001.24.b	40	28	HU001	24	b	nat	cont	HU001.24.b	84	19	30	6.4	y	84	9.59	5.26	2.569	NA	NA	NA	NA	NA	10	21	6.5		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			3.16227766016838	3.04452243772342	1.87180217690159	NA	NA	NA	4.35889894354067	3.40119738166216	1.85629799036563	2.26072088889535	1.66013102674962	0.943516718127747
CA001.7.h	40	29	CA001	7	h	inv	cont	CA001.7.h	84	28	21.8	4.9	n	84	8.72	5.503	12.814	NA	NA	NA	NA	NA	14	16.8	5.6		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			3.74165738677394	2.82137888640921	1.7227665977411	NA	NA	NA	5.29150262212918	3.08190996979504	1.58923520511658	2.16561923792089	1.70529339807762	2.55053832321683
US015.3.c	40	30	US015	3	c	inv	cont	US015.3.c	84	21	30.1	5.6	n	84	9.18	5.54	3.254	NA	NA	NA	NA	NA	10	15	6		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			3.16227766016838	2.70805020110221	1.79175946922805	NA	NA	NA	4.58257569495584	3.40452517175483	1.7227665977411	2.2170272046324	1.71199450075919	1.17988500879685
TR003.2.e	40	31	TR003	2	e	nat	cont	TR003.2.e	84	0	NA	NA	y	84	4.28	2.398	0.374	NA	NA	NA	NA	NA	10	9.8	3		29	NA	NA	39	2	36.3	36	69	5	36.5	36,20.5,16,7	53	purple	spotted	3.16227766016838	2.28238238567653	1.09861228866811	NA	NA	NA	0	NA	NA	1.45395300959371	0.874635056605323	-0.983499481567605
UA002.14.d	40	33	UA002	14	d	nat	cont	UA002.14.d	84	21	32.5	6.4	n	84	8.35	3.181	1.559	NA	NA	NA	NA	NA	11	16.8	6		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			3.3166247903554	2.82137888640921	1.79175946922805	NA	NA	NA	4.58257569495584	3.48124008933569	1.85629799036563	2.12226153886276	1.15719561276701	0.444044590075639
RU008.19.g	40	34	RU008	19	g	nat	cont	RU008.19.g	84	19	22.8	6.4	n	84	9.5	3.85	4.033	NA	NA	NA	NA	NA	15	13.2	5		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			3.87298334620742	2.58021682959233	1.6094379124341	NA	NA	NA	4.35889894354067	3.1267605359604	1.85629799036563	2.2512917986065	1.34807314829969	1.39451051589123
RO001.6.h	40	35	RO001	6	h	nat	cont	RO001.6.h	84	17	31.8	4.9	n	84	7.85	3.105	3.635	NA	NA	NA	NA	NA	11	17.5	5.5		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			3.3166247903554	2.86220088092947	1.70474809223843	NA	NA	NA	4.12310562561766	3.45946628978613	1.58923520511658	2.06051353179432	1.13301371538544	1.29060911098548
CA008.4.g	40	36	CA008	4	g	inv	cont	CA008.4.g	84	19	26.7	6.1	n	84	7.71	3.323	1.546	NA	NA	NA	NA	NA	10	15.2	5.4		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			3.16227766016838	2.72129542785223	1.68639895357023	NA	NA	NA	4.35889894354067	3.2846635654062	1.80828877117927	2.04251818757524	1.20086798937246	0.43567095016523
US002.1.a	40	39	US002	1	a	inv	cont	US002.1.a	84	20	23.3	5.4	n	84	8.34	2.574	1.199	NA	NA	NA	NA	NA	15	11.5	3		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			3.87298334620742	2.4423470353692	1.09861228866811	NA	NA	NA	4.47213595499958	3.14845336057165	1.68639895357023	2.12106321637066	0.945461109173935	0.181487876045377
RU001.6.i	40	40	RU001	6	i	nat	cont	RU001.6.i	84	15	26.4	6.8	n	84	8.26	2.684	1.277	NA	NA	NA	NA	NA	11	13	4		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			3.3166247903554	2.56494935746154	1.38629436111989	NA	NA	NA	3.87298334620742	3.27336401015227	1.91692261218206	2.11142458753289	0.987308219109435	0.244513577050402
RO003.21.i	40	41	RO003	21	i	nat	cont	RO003.21.i	84	21	20	5.3	n	84	9.07	2.826	2.333	NA	NA	NA	NA	NA	13	13.3	3.8		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			3.60555127546399	2.58776403522771	1.33500106673234	NA	NA	NA	4.58257569495584	2.99573227355399	1.66770682055808	2.20497226412705	1.03886228426234	0.847154993039293
US022.23.g	40	42	US022	23	g	inv	cont	US022.23.g	84	17	20.7	4.1	n	84	7.8	2.646	2.071	NA	NA	NA	NA	NA	10	12.5	3.5		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			3.16227766016838	2.52572864430826	1.25276296849537	NA	NA	NA	4.12310562561766	3.03013370027132	1.41098697371026	2.05412373369555	0.973049065692764	0.728031582413447
GR001.14.e	40	43	GR001	14	e	nat	cont	GR001.14.e	84	13	22.8	4.5	n	84	8.25	3.873	10.938	NA	NA	NA	NA	NA	11	16	5		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			3.3166247903554	2.77258872223978	1.6094379124341	NA	NA	NA	3.60555127546399	3.1267605359604	1.50407739677627	2.11021320034659	1.35402940053262	2.39224296492458
US013.2.a	40	44	US013	2	a	inv	cont	US013.2.a	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	6	18.5	5.5		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			2.44948974278318	2.91777073208428	1.70474809223843	NA	NA	NA	NA	NA	NA	NA	NA	NA
TR004.18.e	40	45	TR004	18	e	nat	cont	TR004.18.e	84	26	27.6	7.9	n	84	5.55	1.364	0.711	NA	NA	NA	NA	NA	10	16.5	5.6		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			3.16227766016838	2.80336038090653	1.7227665977411	NA	NA	NA	5.09901951359278	3.3178157727231	2.06686275947298	1.71379792775834	0.31042155942127	-0.341082849178896
RU005.6.e	40	46	RU005	6	e	nat	cont	RU005.6.e	84	NA	24.5	8.2	n	84	NA	3.011	1.686	NA	NA	NA	NA	NA	13	13	4.8		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			3.60555127546399	2.56494935746154	1.56861591791385	NA	NA	NA	NA	3.19867311755068	2.10413415427021	NA	1.1022722494996	0.522358859579664
UA003.11A.a	44	1	UA003	11A	a	nat	cont	UA003.11A.a	84	14	22.5	8.9	n	84	6.81	2.687	0.902	13	23.5	5.3	y	NA	10	15	2.7		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			3.16227766016838	2.70805020110221	0.993251773010283	3.60555127546399	3.15700042115011	1.66770682055808	3.74165738677394	3.11351530921037	2.18605127673809	1.91839212016142	0.988425329633354	-0.103140758919513
BG001.22.b	44	4	BG001	22	b	nat	cont	BG001.22.b	84	11	19.9	6.1	y	84	9.36	2.972	1.086	30	21.4	4.1	y	NA	14	10.4	3.7		69	NA	NA	NA	NA	NA	NA	69	1	13.5		NA			3.74165738677394	2.34180580614733	1.30833281965018	5.47722557505166	3.06339092202781	1.41098697371026	3.3166247903554	2.99071973173045	1.80828877117927	2.2364452904895	1.08923512685551	0.0825012215117438
RU001.6.f	44	5	RU001	6	f	nat	cont	RU001.6.f	84	22	24.1	7.3	n	84	9.4	3.411	1.643	20	22.9	4.5	n	NA	13	14.2	4.4		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			3.60555127546399	2.65324196460721	1.48160454092422	4.47213595499958	3.13113691056019	1.50407739677627	4.69041575982343	3.18221184049661	1.98787434815435	2.24070968927596	1.22700550343651	0.496523839055131
UA004.5.f	44	6	UA004	5	f	nat	cont	UA004.5.f	84	15	27.3	4.6	n	84	7.84	2.475	1.936	17	27	3.6	y	NA	13	14.8	2.9		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			3.60555127546399	2.69462718077007	1.06471073699243	4.12310562561766	3.29583686600433	1.28093384546206	3.87298334620742	3.30688670219091	1.52605630349505	2.05923883436232	0.906240396020654	0.660623988854385
US012.31.b	44	7	US012	31	b	inv	cont	US012.31.b	84	7	34.9	6.6	n	84	5.87	0.83	0.416	11	23.9	4.6	n	NA	8	15.8	4		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			2.82842712474619	2.76000994003292	1.38629436111989	3.3166247903554	3.17387845893747	1.52605630349505	2.64575131106459	3.55248682920838	1.88706964903238	1.76985463384001	-0.186329578191493	-0.877070018720874
CA001.2.i	44	9	CA001	2	i	inv	cont	CA001.2.i	84	14	23.2	6.3	n	84	8.46	3.987	3.185	12	20.7	5.7	y	NA	10	17	4.3		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			3.16227766016838	2.83321334405622	1.45861502269952	3.46410161513775	3.03013370027132	1.7404661748405	3.74165738677394	3.14415227867226	1.84054963339749	2.13534917361813	1.38303906839922	1.15845228902413
TR001.12.i	44	12	TR001	12	i	nat	cont	TR001.12.i	84	14	30	5.8	n	84	7.61	2.166	1.64	14	23.2	4.5	y	NA	11	14	2.8		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			3.3166247903554	2.63905732961526	1.02961941718116	3.74165738677394	3.14415227867226	1.50407739677627	3.74165738677394	3.40119738166216	1.75785791755237	2.02946317187359	0.772882148578799	0.494696241836107
