Rack	Pos	PopID	Mom	Indiv	Origin	Trt	ID	MsrDayH	LfCountH	LfLgthH	LfWdthH	BoltedatH	HarvestDay	CrownDiam.mm	ShootMass.g	RootMass.g	LfCount2	LfLgth2	LfWdth2	LfYellow2	BoltHt2	LfCount1	LfLgth1	LfWdth1	Note	BoltDate	BoltMsrDate	BCount1	BoltMsrDate2	BCount2	MaxBoltHt2	OtherBoltHt2	BoltMsrDate3	BCount3	MaxBoltHt3	OtherBoltHt3	FlrDate	FlrColor	FlrNotes	sqrt(cont$LfCount1)	log(cont$LfLgth1)	log(cont$LfWdth1)	sqrt(cont$LfCount2)	log(cont$LfLgth2)	log(cont$LfWdth2)	sqrt(cont$LfCountH)	log(cont$LfLgthH)	log(cont$LfWdthH)	log(cont$CrownDiam.mm)	log(cont$ShootMass.g)	log(cont$RootMass.g)
GR003.10.a	9	20	GR003	10	a	nat	cont	GR003.10.a	85	11	26.4	6.1	n	85	7.58	2.494	1.063	10	25.3	6.7	n	NA	7	14.1	2.8		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			2.64575131106459	2.64617479738412	1.02961941718116	3.16227766016838	3.23080439573347	1.90210752639692	3.3166247903554	3.27336401015227	1.80828877117927	2.02551319965428	0.913887847257845	0.0610950993598108
UA002.15.d	9	21	UA002	15	d	nat	cont	UA002.15.d	85	25	30.3	7.6	n	85	7.62	4.92	3.726	21	22.9	5	y	NA	14	16.9	3.5		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			3.74165738677394	2.82731362192903	1.25276296849537	4.58257569495584	3.13113691056019	1.6094379124341	5	3.41114771251532	2.02814824729229	2.03077636969855	1.59330853050422	1.3153352721794
TR003.15.h	9	26	TR003	15	h	nat	cont	TR003.15.h	85	3	25.9	3.2	n	85	2.92	0.201	0.034	8	21.8	1.9	n	NA	4	8.7	0.9		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			2	2.16332302566054	-0.105360515657826	2.82842712474619	3.08190996979504	0.641853886172395	1.73205080756888	3.25424296870549	1.16315080980568	1.07158361628019	-1.60445037092306	-3.38139475436598
US015.3.g	9	27	US015	3	g	inv	cont	US015.3.g	85	16	24.2	4.6	n	85	9.23	2.372	0.974	14	18.1	4.3	n	NA	8	12	2.1		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			2.82842712474619	2.484906649788	0.741937344729377	3.74165738677394	2.89591193827178	1.45861502269952	4	3.18635263316264	1.52605630349505	2.22245904851476	0.863733481135479	-0.026343975339602
CA001.4.f	9	28	CA001	4	f	inv	cont	CA001.4.f	85	27	29.4	4.8	n	85	9.54	5.299	2.577	25	21.8	5.6	n	NA	14	10.9	2.8		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			3.74165738677394	2.3887627892351	1.02961941718116	5	3.08190996979504	1.7227665977411	5.19615242270663	3.38099467434464	1.56861591791385	2.2554934854602	1.66751812351063	0.946625931670228
RO005.25.l	9	31	RO005	25	l	nat	cont	RO005.25.l	85	14	28.6	6.5	n	85	7.46	3.109	0.675	12	31.7	8.6	n	NA	8	12.5	2.2		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			2.82842712474619	2.52572864430826	0.78845736036427	3.46410161513775	3.45631668088323	2.15176220325946	3.74165738677394	3.35340671782581	1.87180217690159	2.00955541421567	1.13430113107662	-0.393042588109607
CA007.4.b	9	32	CA007	4	b	inv	cont	CA007.4.b	85	21	21.2	6.4	n	85	8.56	4.057	4.615	17	18.7	5.2	y	NA	10	12.1	3.2		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			3.16227766016838	2.4932054526027	1.16315080980568	4.12310562561766	2.92852352386054	1.64865862558738	4.58257569495584	3.05400118167797	1.85629799036563	2.14710019015365	1.40044378422431	1.52931186795482
RU003.1.e	9	33	RU003	1	e	nat	cont	RU003.1.e	85	21	25.4	9.3	n	85	6.48	4.089	1.853	17	24.5	3.1	y	NA	8	13	3.1		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			2.82842712474619	2.56494935746154	1.1314021114911	4.12310562561766	3.19867311755068	1.1314021114911	4.58257569495584	3.23474917402449	2.23001440015921	1.86872051036418	1.40830044138251	0.616805947303223
RU001.6.h	9	34	RU001	6	h	nat	cont	RU001.6.h	85	23	28.7	8.5	y	85	10.04	4.039	1.898	15	25.2	5	n	NA	12	11	2.3		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			3.46410161513775	2.39789527279837	0.832909122935104	3.87298334620742	3.22684399451738	1.6094379124341	4.79583152331272	3.35689712276558	2.14006616349627	2.30657711426358	1.39599713658128	0.640800700187736
BG001.29.d	9	35	BG001	29	d	nat	cont	BG001.29.d	85	41	32	6.6	y	85	9.17	2.591	1.173	16	18.4	3.7	y	NA	12	12.9	3.5		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			3.46410161513775	2.55722731136763	1.25276296849537	4	2.91235066461494	1.30833281965018	6.40312423743285	3.46573590279973	1.88706964903238	2.21593728626837	0.952043901579973	0.159564569671338
RU008.17.c	9	36	RU008	17	c	nat	cont	RU008.17.c	85	17	28	5.2	n	85	6.69	3.068	5.331	15	32.2	7.1	y	NA	10	12.1	2.5		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			3.16227766016838	2.4932054526027	0.916290731874155	3.87298334620742	3.47196645255036	1.96009478404727	4.12310562561766	3.3322045101752	1.64865862558738	1.90061387414014	1.12102588350501	1.67353883784062
UA003.8.i	9	38	UA003	8	i	nat	cont	UA003.8.i	85	16	35.2	6.1	n	85	7.23	3.952	2.27	15	35	4.5	y	NA	10	17	3		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			3.16227766016838	2.83321334405622	1.09861228866811	3.87298334620742	3.55534806148941	1.50407739677627	4	3.56104608260405	1.80828877117927	1.97823903617067	1.37422177988562	0.819779831493311
RU004.5.b	9	39	RU004	5	b	nat	cont	RU004.5.b	85	20	29.7	6.6	n	85	7.7	3.569	2.517	16	25.1	5.2	y	NA	10	11.5	2.7		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			3.16227766016838	2.4423470353692	0.993251773010283	4	3.22286784613774	1.64865862558738	4.47213595499958	3.39114704580865	1.88706964903238	2.04122032885964	1.27228544450802	0.923067716153179
US023.34.b	9	42	US023	34	b	inv	cont	US023.34.b	85	18	25.8	6.2	n	85	7.34	3.65	1.613	11	23	6.4	y	NA	8	14.6	3.4		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			2.82842712474619	2.68102152871429	1.22377543162212	3.3166247903554	3.13549421592915	1.85629799036563	4.24264068711928	3.25037449192757	1.82454929205105	1.99333884262642	1.2947271675944	0.478095799143072
UA005.7.b	9	43	UA005	7	b	nat	cont	UA005.7.b	85	22	25.4	4.9	n	85	11.01	4.728	1.926	15	29.3	5.4	n	NA	12	11.7	2.5		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			3.46410161513775	2.45958884180371	0.916290731874155	3.87298334620742	3.37758751602302	1.68639895357023	4.69041575982343	3.23474917402449	1.58923520511658	2.39880395073459	1.5535022801038	0.655445313375934
HU001.28.g	9	44	HU001	28	g	nat	cont	HU001.28.g	85	2	19	5.1	y	85	9.18	4.817	1.123	24	18	3.8	n	NA	13	13.6	4.1		69	NA	NA	NA	NA	NA	NA	69	1	34.5		NA			3.60555127546399	2.61006979274201	1.41098697371026	4.89897948556636	2.89037175789616	1.33500106673234	1.4142135623731	2.94443897916644	1.62924053973028	2.2170272046324	1.57215132764808	0.116003675756306
UA004.27.c	9	45	UA004	27	c	nat	cont	UA004.27.c	85	22	26.7	4.9	n	85	8.93	3.622	1.702	18	18.7	4.2	n	NA	14	12.8	2.9		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			3.74165738677394	2.54944517092557	1.06471073699243	4.24264068711928	2.92852352386054	1.43508452528932	4.69041575982343	3.2846635654062	1.58923520511658	2.18941639488841	1.28702635946122	0.531804030151182
CA008.6.h	9	47	CA008	6	h	inv	cont	CA008.6.h	85	17	24.7	5.9	n	85	8.22	3.799	1.643	14	22	4.6	y	NA	8	11.9	3.1		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			2.82842712474619	2.47653840011748	1.1314021114911	3.74165738677394	3.09104245335832	1.52605630349505	4.12310562561766	3.20680324363393	1.77495235091167	2.10657020906809	1.33473787420549	0.496523839055131
US003.20.b	9	48	US003	20	b	inv	cont	US003.20.b	85	16	19.8	4.1	n	85	9.32	2.108	0.856	17	20.4	5	y	NA	14	12.5	2.6		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			3.74165738677394	2.52572864430826	0.955511445027436	4.12310562561766	3.01553490085017	1.6094379124341	4	2.98568193770049	1.41098697371026	2.2321626286975	0.745739630679116	-0.155484902840395
GR002.8.b	9	49	GR002	8	b	nat	cont	GR002.8.b	85	3	3.9	1	y	85	7.77	3.111	0.504	14	20	3.6	n	NA	9	13.3	2.9		29	NA	NA	NA	NA	NA	NA	69	1	34.5		NA			3	2.58776403522771	1.06471073699243	3.74165738677394	2.99573227355399	1.28093384546206	1.73205080756888	1.3609765531356	0	2.05027016437956	1.1349442179155	-0.685179010910768
US002.22.o	9	50	US002	22	o	inv	cont	US002.22.o	85	24	23.5	4.5	n	85	8.89	4.278	2.367	15	19.7	5.6	y	NA	14	18.1	3.4		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			3.74165738677394	2.89591193827178	1.22377543162212	3.87298334620742	2.98061863574394	1.7227665977411	4.89897948556636	3.15700042115011	1.50407739677627	2.18492704952581	1.45348561066021	0.861623330531847
